0.178049 19.7456 0.0941234
0.224507 17.4547 0.103536
0.282753 16.1803 0.113889
0.35462 15.4619 0.125278
0.431807 15.0988 0.137806
0.520568 14.897 0.151587
0.626103 14.7929 0.166745
0.753729 14.7583 0.18342
0.893845 14.7702 0.201762
1.06055 14.8038 0.221938
1.25914 14.852 0.244132
1.46614 14.8921 0.268545
1.68789 14.9051 0.2954
1.92214 14.877 0.32494
2.14239 14.7998 0.357434
2.33659 14.6688 0.393177
2.49663 14.4869 0.432495
2.61702 14.2661 0.475744
2.70105 14.0142 0.523319
2.75192 13.7455 0.57565
2.77582 13.4639 0.633215
2.77783 13.1793 0.696537
2.76258 12.8942 0.766191
2.73421 12.6145 0.84281
2.69583 12.3427 0.927091
2.65024 12.0816 1.0198
2.59966 11.8337 1.12178
2.54571 11.5998 1.23396
