0.060073 17.6773 0.0555992
0.0700969 15.7937 0.0611591
0.0839336 14.4807 0.067275
0.10226 13.5532 0.0740025
0.126208 13.0046 0.0814027
0.157648 12.6685 0.089543
0.198574 12.5228 0.0984973
0.250549 12.524 0.108347
0.314821 12.6364 0.119182
0.393502 12.8233 0.1311
0.489051 13.0517 0.14421
0.604112 13.3173 0.158631
0.74238 13.6042 0.174494
0.905871 13.8982 0.191943
1.09648 14.18 0.211138
1.31324 14.4384 0.232252
1.54959 14.6547 0.255477
1.79554 14.8075 0.281024
2.03733 14.8888 0.309127
2.25975 14.8918 0.340039
2.45153 14.8176 0.374043
2.60619 14.6774 0.411448
2.72207 14.4847 0.452593
2.80154 14.2516 0.497852
2.84908 13.9916 0.547637
2.86987 13.7148 0.602401
2.86898 13.4293 0.662641
2.851 13.1419 0.728905
2.81983 12.8575 0.801795
2.77878 12.5802 0.881975
2.7306 12.3132 0.970172
2.67748 12.0588 1.06719
2.62138 11.8199 1.17391
2.56327 11.5957 1.2913
