0 0 0.001
0 0 0.0011
0.000209749 3.70095 0.00121
0.000964308 6.07727 0.001331
0.00192218 7.55134 0.0014641
0.00297254 8.61924 0.00161051
0.00415963 9.52666 0.00177156
0.00535191 10.2333 0.00194872
0.00650257 10.7733 0.00214359
0.0078302 11.3348 0.00235795
0.00893775 11.681 0.00259374
0.0100332 11.9779 0.00285312
0.0111554 12.2648 0.00313843
0.0122369 12.5161 0.00345227
0.012999 12.5936 0.0037975
0.0139075 12.7464 0.00417725
0.0146062 12.7951 0.00459497
0.0153331 12.8702 0.00505447
0.0158899 12.8803 0.00555992
0.0164478 12.9108 0.00611591
0.0168377 12.8772 0.0067275
0.0172284 12.869 0.00740025
0.0174109 12.7826 0.00814027
0.0176801 12.7639 0.0089543
0.017747 12.6689 0.00984973
0.0179149 12.6497 0.0108347
0.0179894 12.6032 0.0119182
0.0180803 12.5854 0.01311
0.0178841 12.4336 0.014421
0.0179523 12.4364 0.0158631
0.0177965 12.3302 0.0174494
0.0176146 12.2189 0.0191943
0.0175683 12.1914 0.0211138
0.0174053 12.1082 0.0232252
0.0169567 11.8638 0.0255477
0.0166119 11.6668 0.0281024
0.0160621 11.2894 0.0309127
0.0156589 10.8568 0.0340039
0.0155163 10.2889 0.0374043
0.0159435 9.55957 0.0411448
0.0176633 9.0356 0.0452593
0.0207484 8.5585 0.0497852
0.0256817 8.24015 0.0547637
0.0321955 8.1563 0.0602401
0.0414483 8.18471 0.0662641
0.0547652 8.29264 0.0728905
0.0719945 8.5186 0.0801795
0.094431 8.81529 0.0881975
0.12302 9.14178 0.0970172
0.158967 9.50337 0.106719
0.203679 9.89134 0.117391
0.258119 10.2976 0.12913
0.321402 10.6815 0.142043
0.394941 11.0576 0.156247
0.480222 11.4174 0.171872
0.578375 11.756 0.189059
0.690193 12.0765 0.207965
0.815953 12.3648 0.228762
0.955118 12.6193 0.251638
1.10658 12.835 0.276801
1.26641 13.0046 0.304482
1.436 13.127 0.33493
1.5779 13.185 0.368423
1.68199 13.1877 0.405265
1.7611 13.1502 0.445792
1.82572 13.075 0.490371
1.88014 12.961 0.539408
1.92481 12.8077 0.593349
1.96011 12.6207 0.652683
1.98639 12.4046 0.717952
2.00399 12.1634 0.789747
2.01324 11.9026 0.868722
2.01457 11.6276 0.955594
2.00863 11.3514 1.05115
