0.001 0.810477 0.000417043 0.93881 0.999878 936.051 0.951076 0.47256 1.94854 2.45818 1.22752 -1.23066 0.999939 6.10933e-05 6.10933e-05 1.32562e-218 8.27176e-169 0 4.72997e-172 5.40368e-215 1.91744e-212 938.601 1113.83 1188.83 936.427 1188.83 940.776 1188.83 1313.83 940.918 1313.83 1.95999e-221 938.743 0.01 0 0 2.01 0.0027969
0.002 1.13665 0.00104096 1.87827 0.999705 934.121 1.90215 0.944957 3.87873 4.09733 1.65713 -2.4402 0.999852 0.000147637 0.000147637 1.01721e-285 4.0456e-235 0 1.06909e-239 1.32313e-280 2.12708e-279 938.405 1112.67 1187.67 934.874 1187.67 941.935 1187.67 1312.67 942.218 1312.67 3.34687e-289 938.688 0.02 1.012 0.023 4.0401 0.00895372
0.003 1.35683 0.00168507 2.81807 0.999506 932.208 2.85323 1.41715 5.79168 5.54917 1.91852 -3.63065 0.999753 0.000247142 0.000247142 0 0 0 0 0 0 938.04 1111.52 1186.52 933.341 1186.52 942.739 1186.52 1311.52 943.164 1311.52 0 938.465 0.03 2.048 0.09 8.1206 0.0286636
0.004 1.5205 0.00229263 3.75808 0.999285 930.312 3.80431 1.88912 7.68809 6.89658 2.09366 -4.80292 0.999643 0.000357427 0.000357427 1.59817e-70 4.31583e-154 2.11109e-70 3.21697e-73 3.21697e-73 3.21697e-73 937.589 1110.39 1185.39 931.826 1185.39 943.352 1185.39 1310.39 943.919 1310.39 8.44435e-73 938.155 0.04 3.108 0.201 16.3224 0.0917608
0.005 1.64809 0.00284055 4.69824 0.999046 928.431 4.75538 2.36083 9.56851 8.1739 2.2162 -5.95771 0.999523 0.000477199 0.000477199 4.39212e-134 3.09852e-218 1.97217e-133 1.3032e-138 5.11832e-136 1.20058e-135 937.085 1109.26 1184.26 930.328 1184.26 943.842 1184.26 1309.26 944.551 1309.26 9.86663e-136 937.793 0.05 4.192 0.356 32.808 0.293754
0.006 1.75048 0.00332091 5.6385 0.998789 926.567 5.70646 2.83227 11.4334 9.39954 2.30397 -7.09558 0.999394 0.000605581 0.000605581 9.8104e-225 4.34404e-312 7.88157e-224 6.85162e-233 2.06527e-228 1.3231e-225 936.546 1108.14 1183.14 928.846 1183.14 944.247 1183.14 1308.14 945.096 1308.14 3.68523e-225 937.396 0.06 5.3 0.555 65.9442 0.940395
0.007 1.83434 0.00373398 6.57884 0.998516 924.717 6.65753 3.30342 13.2833 10.5848 2.36777 -8.21702 0.999258 0.000741926 0.000741926 1.12377e-73 3.66627e-155 1.8831e-72 1.1587e-73 1.1587e-73 1.1587e-73 935.984 1107.03 1182.03 927.381 1182.03 944.587 1182.03 1307.03 945.578 1307.03 1.31817e-74 936.975 0.07 6.432 0.798 132.548 3.01049
0.008 1.9041 0.00408495 7.51923 0.998229 922.882 7.60861 3.77425 15.1185 11.7372 2.41472 -9.3225 0.999114 0.000885731 0.000885731 2.11393e-137 1.26547e-218 5.80702e-135 1.16772e-135 8.1971e-137 1.40212e-137 935.405 1105.93 1180.93 925.932 1180.93 944.877 1180.93 1305.93 946.01 1305.93 1.88138e-137 936.537 0.08 7.588 1.085 266.421 9.63749
0.009 1.96288 0.00438207 8.45967 0.997927 921.061 8.55969 4.24474 16.9394 12.8622 2.44977 -10.4124 0.998963 0.00103659 0.00103659 1.31607e-200 5.39072e-282 1.30704e-198 1.06695e-199 4.89345e-202 3.79866e-201 934.814 1104.84 1179.84 924.498 1179.84 945.129 1179.84 1304.84 946.402 1304.84 9.25534e-203 936.087 0.09 8.768 1.416 535.506 30.8525
0.01 2.01296 0.00463565 9.40013 0.997612 919.254 9.51076 4.71489 18.7464 13.9637 2.47653 -11.4872 0.998806 0.00119415 0.00119415 6.14317e-301 0 4.22656e-292 5.51852e-292 6.33225e-297 1.09211e-294 934.214 1103.75 1178.75 923.079 1178.75 945.349 1178.75 1303.75 946.763 1303.75 7.43927e-297 935.629 0.1 9.972 1.791 1076.37 98.7683
0.011 2.0561 0.0048573 10.3406 0.997284 917.46 10.4618 5.18468 20.5398 15.0448 2.49767 -12.5471 0.998642 0.00135813 0.00135813 0 0 0 0 0 0 933.609 1102.68 1177.68 921.675 1177.68 945.543 1177.68 1302.68 947.098 1302.68 0 935.164 0.11 11.2 2.21 2163.5 316.187
0.012 2.09365 0.00505952 11.2811 0.996943 915.68 11.4129 5.65408 22.3199 16.1078 2.51528 -13.5925 0.998472 0.00152828 0.00152828 3.54317e-74 4.28449e-120 6.37293e-79 1.96047e-74 1.96047e-74 1.96047e-74 933 1101.61 1176.61 920.285 1176.61 945.716 1176.61 1301.61 947.412 1301.61 7.64752e-81 934.697 0.12 12.452 2.673 4348.63 1012.21
0.013 2.12669 0.00525537 12.2216 0.996591 913.913 12.364 6.12309 24.0871 17.1548 2.53095 -14.6238 0.998296 0.00170437 0.00170437 3.27891e-139 1.51667e-189 2.94617e-145 1.00113e-141 9.78335e-142 9.55895e-142 932.39 1100.55 1175.55 918.909 1175.55 945.871 1175.55 1300.55 947.708 1300.55 5.30837e-147 934.227 0.13 13.728 3.18 8740.75 3240.39
0.014 2.15611 0.00545826 13.1622 0.996228 912.158 13.3151 6.59169 25.8416 18.1872 2.54598 -15.6412 0.998114 0.0018862 0.0018862 6.62049e-202 8.75206e-253 4.13184e-209 5.15321e-207 1.1057e-204 2.36483e-206 931.779 1099.5 1174.5 917.546 1174.5 946.011 1174.5 1299.5 947.988 1299.5 4.00631e-211 933.756 0.14 15.028 3.731 17568.9 10373.5
0.015 2.18261 0.00568181 14.1027 0.995853 910.416 14.2661 7.05987 27.5837 19.2065 2.56139 -16.6451 0.997926 0.00207359 0.00207359 4.29105e-272 1.8231e-318 5.60503e-276 1.11474e-273 4.22711e-273 2.15874e-272 931.168 1098.45 1173.45 916.197 1173.45 946.138 1173.45 1298.45 948.256 1298.45 5.30922e-280 933.286 0.15 16.352 4.326 35313.5 33208.7
0.016 2.20679 0.0059397 15.0433 0.995467 908.686 15.2172 7.52761 29.3137 20.2137 2.57802 -17.6356 0.997734 0.00226637 0.00226637 0 0 0 0 0 0 930.558 1097.41 1172.41 914.861 1172.41 946.255 1172.41 1297.41 948.513 1297.41 0 932.816 0.16 17.7 4.965 70980.2 106311
0.017 2.22916 0.00624559 15.9839 0.995071 906.968 16.1683 7.9949 31.0318 21.2097 2.59655 -18.6132 0.997536 0.00246439 0.00246439 0 0 0 0 0 0 929.95 1096.38 1171.38 913.538 1171.38 946.363 1171.38 1296.38 948.762 1296.38 0 932.349 0.17 19.072 5.648 142670 340334
0.018 2.25014 0.00661308 16.9245 0.994665 905.262 17.1194 8.46174 32.7383 22.1955 2.61754 -19.5779 0.997332 0.00266751 0.00266751 0 0 0 0 0 0 929.345 1095.36 1170.36 912.227 1170.36 946.463 1170.36 1295.36 949.002 1295.36 0 931.884 0.18 20.468 6.375 286767 1.08951e+06
0.019 2.2701 0.00705566 17.8651 0.994249 903.567 18.0705 8.9281 34.4335 23.1716 2.64145 -20.5301 0.997124 0.0028756 0.0028756 0 0 0 0 0 0 928.743 1094.34 1169.34 910.928 1169.34 946.557 1169.34 1294.34 949.236 1294.34 0 931.421 0.19 21.888 7.146 576401 3.48785e+06
0.02 2.28933 0.00758665 18.8058 0.993823 901.883 19.0215 9.39397 36.1174 24.1387 2.66866 -21.4701 0.996911 0.00308854 0.00308854 0 0 0 0 0 0 928.144 1093.33 1168.33 909.641 1168.33 946.646 1168.33 1293.33 949.464 1293.33 0 930.962 0.2 23.332 7.961 1.15857e+06 1.11657e+07
