#DMDensity EnergyDensity Pressure SIGCHIN SIGCHI2 DMmass 
0.474 1.0831e-19 1.79753e-15 0 55 0.19734
0.475 1.08767e-19 1.80513e-15 0 55 0.19734
0.476 1.09226e-19 1.81274e-15 0 55 0.19734
0.477 1.09685e-19 1.82036e-15 0 55 0.19734
0.478 1.10146e-19 1.828e-15 0 55 0.19734
0.479 1.10607e-19 1.83566e-15 0 55 0.19734
0.48 1.11069e-19 1.84333e-15 0 55 0.19734
0.481 1.11533e-19 1.85102e-15 0 55 0.19734
0.482 1.11997e-19 1.85872e-15 0 55 0.19734
0.483 1.12462e-19 1.86644e-15 0 55 0.19734
0.484 1.12928e-19 1.87418e-15 0 55 0.19734
0.485 1.13395e-19 1.88193e-15 0 55 0.19734
0.486 1.13863e-19 1.8897e-15 0 55 0.19734
0.487 1.14332e-19 1.89749e-15 0 55 0.19734
0.488 1.14802e-19 1.90529e-15 0 55 0.19734
0.489 1.15273e-19 1.9131e-15 0 55 0.19734
0.49 1.15745e-19 1.92094e-15 0 55 0.19734
0.491 1.16218e-19 1.92878e-15 0 55 0.19734
0.492 1.16692e-19 1.93665e-15 0 55 0.19734
0.493 1.17167e-19 1.94453e-15 0 55 0.19734
0.494 1.17643e-19 1.95243e-15 0 55 0.19734
0.495 1.1812e-19 1.96034e-15 0 55 0.19734
0.496 1.18597e-19 1.96827e-15 0 55 0.19734
0.497 1.19076e-19 1.97621e-15 0 55 0.19734
0.498 1.19556e-19 1.98417e-15 0 55 0.19734
0.499 1.20036e-19 1.99215e-15 0 55 0.19734
0.5 1.20518e-19 2.00014e-15 0 55 0.19734
0.501 1.21e-19 2.00815e-15 0 55 0.19734
0.502 1.21484e-19 2.01617e-15 0 55 0.19734
0.503 1.21968e-19 2.02421e-15 0 55 0.19734
0.504 1.22454e-19 2.03227e-15 0 55 0.19734
0.505 1.2294e-19 2.04034e-15 0 55 0.19734
0.506 1.23428e-19 2.04843e-15 0 55 0.19734
0.507 1.23916e-19 2.05654e-15 0 55 0.19734
0.508 1.24405e-19 2.06466e-15 0 55 0.19734
0.509 1.24896e-19 2.07279e-15 0 55 0.19734
0.51 1.25387e-19 2.08095e-15 0 55 0.19734
0.511 1.25879e-19 2.08911e-15 0 55 0.19734
0.512 1.26372e-19 2.0973e-15 0 55 0.19734
0.513 1.26866e-19 2.1055e-15 0 55 0.19734
0.514 1.27361e-19 2.11372e-15 0 55 0.19734
0.515 1.27857e-19 2.12195e-15 0 55 0.19734
0.516 1.28354e-19 2.1302e-15 0 55 0.19734
0.517 1.28852e-19 2.13846e-15 0 55 0.19734
0.518 1.29351e-19 2.14674e-15 0 55 0.19734
0.519 1.29851e-19 2.15504e-15 0 55 0.19734
0.52 1.30352e-19 2.16335e-15 0 55 0.19734
0.521 1.30854e-19 2.17168e-15 0 55 0.19734
0.522 1.31357e-19 2.18003e-15 0 55 0.19734
0.523 1.31861e-19 2.18839e-15 0 55 0.19734
0.524 1.32365e-19 2.19676e-15 0 55 0.19734
0.525 1.32871e-19 2.20516e-15 0 55 0.19734
0.526 1.33378e-19 2.21356e-15 0 55 0.19734
0.527 1.33885e-19 2.22199e-15 0 55 0.19734
0.528 1.34394e-19 2.23043e-15 0 55 0.19734
0.529 1.34903e-19 2.23889e-15 0 55 0.19734
0.53 1.35414e-19 2.24736e-15 0 55 0.19734
0.531 1.35925e-19 2.25585e-15 0 55 0.19734
0.532 1.36438e-19 2.26435e-15 0 55 0.19734
0.533 1.36951e-19 2.27287e-15 0 55 0.19734
0.534 1.37466e-19 2.28141e-15 0 55 0.19734
0.535 1.37981e-19 2.28996e-15 0 55 0.19734
0.536 1.38497e-19 2.29853e-15 0 55 0.19734
0.537 1.39015e-19 2.30711e-15 0 55 0.19734
0.538 1.39533e-19 2.31571e-15 0 55 0.19734
0.539 1.40052e-19 2.32433e-15 0 55 0.19734
0.54 1.40572e-19 2.33296e-15 0 55 0.19734
0.541 1.41093e-19 2.34161e-15 0 55 0.19734
0.542 1.41615e-19 2.35028e-15 0 55 0.19734
0.543 1.42138e-19 2.35896e-15 0 55 0.19734
0.544 1.42662e-19 2.36765e-15 0 55 0.19734
0.545 1.43187e-19 2.37637e-15 0 55 0.19734
0.546 1.43713e-19 2.3851e-15 0 55 0.19734
0.547 1.4424e-19 2.39384e-15 0 55 0.19734
0.548 1.44768e-19 2.4026e-15 0 55 0.19734
0.549 1.45297e-19 2.41138e-15 0 55 0.19734
0.55 1.45827e-19 2.42017e-15 0 55 0.19734
0.551 1.46357e-19 2.42898e-15 0 55 0.19734
0.552 1.46889e-19 2.4378e-15 0 55 0.19734
0.553 1.47422e-19 2.44664e-15 0 55 0.19734
0.554 1.47956e-19 2.4555e-15 0 55 0.19734
0.555 1.4849e-19 2.46437e-15 0 55 0.19734
0.556 1.49026e-19 2.47326e-15 0 55 0.19734
0.557 1.49562e-19 2.48217e-15 0 55 0.19734
0.558 1.501e-19 2.49109e-15 0 55 0.19734
0.559 1.50638e-19 2.50002e-15 0 55 0.19734
0.56 1.51178e-19 2.50898e-15 0 55 0.19734
0.561 1.51718e-19 2.51795e-15 0 55 0.19734
0.562 1.52259e-19 2.52693e-15 0 55 0.19734
0.563 1.52802e-19 2.53593e-15 0 55 0.19734
0.564 1.53345e-19 2.54495e-15 0 55 0.19734
0.565 1.53889e-19 2.55398e-15 0 55 0.19734
0.566 1.54435e-19 2.56303e-15 0 55 0.19734
0.567 1.54981e-19 2.57209e-15 0 55 0.19734
0.568 1.55528e-19 2.58117e-15 0 55 0.19734
0.569 1.56076e-19 2.59027e-15 0 55 0.19734
0.57 1.56625e-19 2.59938e-15 0 55 0.19734
0.571 1.57175e-19 2.60851e-15 0 55 0.19734
0.572 1.57726e-19 2.61766e-15 0 55 0.19734
0.573 1.58278e-19 2.62682e-15 0 55 0.19734
0.574 1.58831e-19 2.63599e-15 0 55 0.19734
0.575 1.59385e-19 2.64519e-15 0 55 0.19734
0.576 1.5994e-19 2.65439e-15 0 55 0.19734
0.577 1.60496e-19 2.66362e-15 0 55 0.19734
0.578 1.61052e-19 2.67286e-15 0 55 0.19734
0.579 1.6161e-19 2.68212e-15 0 55 0.19734
0.58 1.62169e-19 2.69139e-15 0 55 0.19734
0.581 1.62729e-19 2.70068e-15 0 55 0.19734
0.582 1.63289e-19 2.70998e-15 0 55 0.19734
0.583 1.63851e-19 2.7193e-15 0 55 0.19734
0.584 1.64413e-19 2.72864e-15 0 55 0.19734
0.585 1.64977e-19 2.73799e-15 0 55 0.19734
0.586 1.65542e-19 2.74736e-15 0 55 0.19734
0.587 1.66107e-19 2.75675e-15 0 55 0.19734
0.588 1.66673e-19 2.76615e-15 0 55 0.19734
0.589 1.67241e-19 2.77556e-15 0 55 0.19734
0.59 1.67809e-19 2.785e-15 0 55 0.19734
0.591 1.68378e-19 2.79444e-15 0 55 0.19734
0.592 1.68949e-19 2.80391e-15 0 55 0.19734
0.593 1.6952e-19 2.81339e-15 0 55 0.19734
0.594 1.70092e-19 2.82289e-15 0 55 0.19734
0.595 1.70665e-19 2.8324e-15 0 55 0.19734
0.596 1.7124e-19 2.84193e-15 0 55 0.19734
0.597 1.71815e-19 2.85147e-15 0 55 0.19734
0.598 1.72391e-19 2.86103e-15 0 55 0.19734
0.599 1.72968e-19 2.87061e-15 0 55 0.19734
0.6 1.73546e-19 2.8802e-15 0 55 0.19734
0.601 1.74125e-19 2.88981e-15 0 55 0.19734
0.602 1.74705e-19 2.89944e-15 0 55 0.19734
0.603 1.75286e-19 2.90908e-15 0 55 0.19734
0.604 1.75867e-19 2.91873e-15 0 55 0.19734
0.605 1.7645e-19 2.92841e-15 0 55 0.19734
0.606 1.77034e-19 2.93809e-15 0 55 0.19734
0.607 1.77619e-19 2.9478e-15 0 55 0.19734
0.608 1.78205e-19 2.95752e-15 0 55 0.19734
0.609 1.78791e-19 2.96726e-15 0 55 0.19734
0.61 1.79379e-19 2.97701e-15 0 55 0.19734
0.611 1.79967e-19 2.98678e-15 0 55 0.19734
0.612 1.80557e-19 2.99656e-15 0 55 0.19734
0.613 1.81148e-19 3.00636e-15 0 55 0.19734
0.614 1.81739e-19 3.01618e-15 0 55 0.19734
0.615 1.82332e-19 3.02601e-15 0 55 0.19734
0.616 1.82925e-19 3.03586e-15 0 55 0.19734
0.617 1.83519e-19 3.04573e-15 0 55 0.19734
0.618 1.84115e-19 3.05561e-15 0 55 0.19734
0.619 1.84711e-19 3.0655e-15 0 55 0.19734
0.62 1.85308e-19 3.07542e-15 0 55 0.19734
0.621 1.85907e-19 3.08534e-15 0 55 0.19734
0.622 1.86506e-19 3.09529e-15 0 55 0.19734
0.623 1.87106e-19 3.10525e-15 0 55 0.19734
0.624 1.87707e-19 3.11523e-15 0 55 0.19734
0.625 1.88309e-19 3.12522e-15 0 55 0.19734
0.626 1.88912e-19 3.13523e-15 0 55 0.19734
0.627 1.89516e-19 3.14525e-15 0 55 0.19734
0.628 1.90121e-19 3.15529e-15 0 55 0.19734
0.629 1.90727e-19 3.16535e-15 0 55 0.19734
0.63 1.91334e-19 3.17542e-15 0 55 0.19734
0.631 1.91942e-19 3.18551e-15 0 55 0.19734
0.632 1.92551e-19 3.19562e-15 0 55 0.19734
0.633 1.93161e-19 3.20574e-15 0 55 0.19734
0.634 1.93772e-19 3.21587e-15 0 55 0.19734
0.635 1.94383e-19 3.22603e-15 0 55 0.19734
0.636 1.94996e-19 3.2362e-15 0 55 0.19734
0.637 1.9561e-19 3.24638e-15 0 55 0.19734
0.638 1.96224e-19 3.25658e-15 0 55 0.19734
0.639 1.9684e-19 3.2668e-15 0 55 0.19734
0.64 1.97457e-19 3.27703e-15 0 55 0.19734
0.641 1.98074e-19 3.28728e-15 0 55 0.19734
0.642 1.98693e-19 3.29754e-15 0 55 0.19734
0.643 1.99312e-19 3.30782e-15 0 55 0.19734
0.644 1.99933e-19 3.31812e-15 0 55 0.19734
0.645 2.00554e-19 3.32843e-15 0 55 0.19734
0.646 2.01176e-19 3.33876e-15 0 55 0.19734
0.647 2.018e-19 3.34911e-15 0 55 0.19734
0.648 2.02424e-19 3.35947e-15 0 55 0.19734
0.649 2.03049e-19 3.36984e-15 0 55 0.19734
0.65 2.03675e-19 3.38024e-15 0 55 0.19734
0.651 2.04302e-19 3.39065e-15 0 55 0.19734
0.652 2.04931e-19 3.40107e-15 0 55 0.19734
0.653 2.0556e-19 3.41151e-15 0 55 0.19734
0.654 2.0619e-19 3.42197e-15 0 55 0.19734
0.655 2.06821e-19 3.43244e-15 0 55 0.19734
0.656 2.07453e-19 3.44293e-15 0 55 0.19734
0.657 2.08086e-19 3.45343e-15 0 55 0.19734
0.658 2.0872e-19 3.46396e-15 0 55 0.19734
0.659 2.09355e-19 3.47449e-15 0 55 0.19734
0.66 2.0999e-19 3.48505e-15 0 55 0.19734
0.661 2.10627e-19 3.49561e-15 0 55 0.19734
0.662 2.11265e-19 3.5062e-15 0 55 0.19734
0.663 2.11904e-19 3.5168e-15 0 55 0.19734
0.664 2.12543e-19 3.52742e-15 0 55 0.19734
0.665 2.13184e-19 3.53805e-15 0 55 0.19734
0.666 2.13826e-19 3.5487e-15 0 55 0.19734
0.667 2.14468e-19 3.55936e-15 0 55 0.19734
0.668 2.15112e-19 3.57004e-15 0 55 0.19734
0.669 2.15757e-19 3.58074e-15 0 55 0.19734
0.67 2.16402e-19 3.59145e-15 0 55 0.19734
0.671 2.17048e-19 3.60218e-15 0 55 0.19734
0.672 2.17696e-19 3.61293e-15 0 55 0.19734
0.673 2.18344e-19 3.62369e-15 0 55 0.19734
0.674 2.18994e-19 3.63446e-15 0 55 0.19734
0.675 2.19644e-19 3.64526e-15 0 55 0.19734
0.676 2.20295e-19 3.65607e-15 0 55 0.19734
0.677 2.20947e-19 3.66689e-15 0 55 0.19734
0.678 2.21601e-19 3.67773e-15 0 55 0.19734
0.679 2.22255e-19 3.68859e-15 0 55 0.19734
0.68 2.2291e-19 3.69946e-15 0 55 0.19734
0.681 2.23566e-19 3.71035e-15 0 55 0.19734
0.682 2.24223e-19 3.72125e-15 0 55 0.19734
0.683 2.24881e-19 3.73217e-15 0 55 0.19734
0.684 2.2554e-19 3.74311e-15 0 55 0.19734
0.685 2.262e-19 3.75406e-15 0 55 0.19734
0.686 2.26861e-19 3.76503e-15 0 55 0.19734
0.687 2.27523e-19 3.77602e-15 0 55 0.19734
0.688 2.28186e-19 3.78702e-15 0 55 0.19734
0.689 2.2885e-19 3.79804e-15 0 55 0.19734
0.69 2.29514e-19 3.80907e-15 0 55 0.19734
0.691 2.3018e-19 3.82012e-15 0 55 0.19734
0.692 2.30847e-19 3.83118e-15 0 55 0.19734
0.693 2.31514e-19 3.84226e-15 0 55 0.19734
0.694 2.32183e-19 3.85336e-15 0 55 0.19734
0.695 2.32853e-19 3.86447e-15 0 55 0.19734
0.696 2.33523e-19 3.8756e-15 0 55 0.19734
0.697 2.34195e-19 3.88675e-15 0 55 0.19734
0.698 2.34867e-19 3.89791e-15 0 55 0.19734
0.699 2.35541e-19 3.90908e-15 0 55 0.19734
0.7 2.36215e-19 3.92028e-15 0 55 0.19734
0.701 2.36891e-19 3.93148e-15 0 55 0.19734
0.702 2.37567e-19 3.94271e-15 0 55 0.19734
0.703 2.38244e-19 3.95395e-15 0 55 0.19734
0.704 2.38922e-19 3.96521e-15 0 55 0.19734
0.705 2.39602e-19 3.97648e-15 0 55 0.19734
0.706 2.40282e-19 3.98777e-15 0 55 0.19734
0.707 2.40963e-19 3.99907e-15 0 55 0.19734
0.708 2.41645e-19 4.01039e-15 0 55 0.19734
0.709 2.42328e-19 4.02173e-15 0 55 0.19734
0.71 2.43012e-19 4.03308e-15 0 55 0.19734
0.711 2.43697e-19 4.04445e-15 0 55 0.19734
0.712 2.44383e-19 4.05584e-15 0 55 0.19734
0.713 2.4507e-19 4.06724e-15 0 55 0.19734
0.714 2.45758e-19 4.07865e-15 0 55 0.19734
0.715 2.46447e-19 4.09009e-15 0 55 0.19734
0.716 2.47137e-19 4.10154e-15 0 55 0.19734
0.717 2.47828e-19 4.113e-15 0 55 0.19734
0.718 2.4852e-19 4.12448e-15 0 55 0.19734
0.719 2.49212e-19 4.13598e-15 0 55 0.19734
0.72 2.49906e-19 4.14749e-15 0 55 0.19734
0.721 2.50601e-19 4.15902e-15 0 55 0.19734
0.722 2.51296e-19 4.17057e-15 0 55 0.19734
0.723 2.51993e-19 4.18213e-15 0 55 0.19734
0.724 2.5269e-19 4.1937e-15 0 55 0.19734
0.725 2.53389e-19 4.2053e-15 0 55 0.19734
0.726 2.54088e-19 4.2169e-15 0 55 0.19734
0.727 2.54789e-19 4.22853e-15 0 55 0.19734
0.728 2.5549e-19 4.24017e-15 0 55 0.19734
0.729 2.56193e-19 4.25183e-15 0 55 0.19734
0.73 2.56896e-19 4.2635e-15 0 55 0.19734
0.731 2.576e-19 4.27519e-15 0 55 0.19734
0.732 2.58306e-19 4.28689e-15 0 55 0.19734
0.733 2.59012e-19 4.29861e-15 0 55 0.19734
0.734 2.59719e-19 4.31035e-15 0 55 0.19734
0.735 2.60427e-19 4.3221e-15 0 55 0.19734
0.736 2.61136e-19 4.33387e-15 0 55 0.19734
0.737 2.61846e-19 4.34566e-15 0 55 0.19734
0.738 2.62557e-19 4.35746e-15 0 55 0.19734
0.739 2.63269e-19 4.36928e-15 0 55 0.19734
0.74 2.63982e-19 4.38111e-15 0 55 0.19734
0.741 2.64696e-19 4.39296e-15 0 55 0.19734
0.742 2.65411e-19 4.40482e-15 0 55 0.19734
0.743 2.66127e-19 4.4167e-15 0 55 0.19734
0.744 2.66844e-19 4.4286e-15 0 55 0.19734
0.745 2.67562e-19 4.44051e-15 0 55 0.19734
0.746 2.68281e-19 4.45244e-15 0 55 0.19734
0.747 2.69e-19 4.46439e-15 0 55 0.19734
0.748 2.69721e-19 4.47635e-15 0 55 0.19734
0.749 2.70443e-19 4.48832e-15 0 55 0.19734
0.75 2.71165e-19 4.50032e-15 0 55 0.19734
0.751 2.71889e-19 4.51233e-15 0 55 0.19734
0.752 2.72613e-19 4.52435e-15 0 55 0.19734
0.753 2.73339e-19 4.53639e-15 0 55 0.19734
0.754 2.74065e-19 4.54845e-15 0 55 0.19734
0.755 2.74793e-19 4.56052e-15 0 55 0.19734
0.756 2.75521e-19 4.57261e-15 0 55 0.19734
0.757 2.76251e-19 4.58471e-15 0 55 0.19734
0.758 2.76981e-19 4.59684e-15 0 55 0.19734
0.759 2.77712e-19 4.60897e-15 0 55 0.19734
0.76 2.78445e-19 4.62112e-15 0 55 0.19734
0.761 2.79178e-19 4.63329e-15 0 55 0.19734
0.762 2.79912e-19 4.64548e-15 0 55 0.19734
0.763 2.80647e-19 4.65768e-15 0 55 0.19734
0.764 2.81383e-19 4.6699e-15 0 55 0.19734
0.765 2.8212e-19 4.68213e-15 0 55 0.19734
0.766 2.82858e-19 4.69438e-15 0 55 0.19734
0.767 2.83597e-19 4.70664e-15 0 55 0.19734
0.768 2.84337e-19 4.71892e-15 0 55 0.19734
0.769 2.85078e-19 4.73122e-15 0 55 0.19734
0.77 2.8582e-19 4.74353e-15 0 55 0.19734
0.771 2.86563e-19 4.75586e-15 0 55 0.19734
0.772 2.87307e-19 4.76821e-15 0 55 0.19734
0.773 2.88052e-19 4.78057e-15 0 55 0.19734
0.774 2.88798e-19 4.79294e-15 0 55 0.19734
0.775 2.89544e-19 4.80534e-15 0 55 0.19734
0.776 2.90292e-19 4.81775e-15 0 55 0.19734
0.777 2.91041e-19 4.83017e-15 0 55 0.19734
0.778 2.9179e-19 4.84261e-15 0 55 0.19734
0.779 2.92541e-19 4.85507e-15 0 55 0.19734
0.78 2.93292e-19 4.86754e-15 0 55 0.19734
0.781 2.94045e-19 4.88003e-15 0 55 0.19734
0.782 2.94798e-19 4.89254e-15 0 55 0.19734
0.783 2.95553e-19 4.90506e-15 0 55 0.19734
0.784 2.96308e-19 4.91759e-15 0 55 0.19734
0.785 2.97065e-19 4.93015e-15 0 55 0.19734
0.786 2.97822e-19 4.94272e-15 0 55 0.19734
0.787 2.9858e-19 4.9553e-15 0 55 0.19734
0.788 2.9934e-19 4.9679e-15 0 55 0.19734
0.789 3.001e-19 4.98052e-15 0 55 0.19734
0.79 3.00861e-19 4.99315e-15 0 55 0.19734
0.791 3.01623e-19 5.0058e-15 0 55 0.19734
0.792 3.02386e-19 5.01846e-15 0 55 0.19734
0.793 3.0315e-19 5.03115e-15 0 55 0.19734
0.794 3.03915e-19 5.04384e-15 0 55 0.19734
0.795 3.04681e-19 5.05656e-15 0 55 0.19734
0.796 3.05448e-19 5.06928e-15 0 55 0.19734
0.797 3.06216e-19 5.08203e-15 0 55 0.19734
0.798 3.06985e-19 5.09479e-15 0 55 0.19734
0.799 3.07755e-19 5.10757e-15 0 55 0.19734
0.8 3.08526e-19 5.12036e-15 0 55 0.19734
0.801 3.09298e-19 5.13317e-15 0 55 0.19734
0.802 3.1007e-19 5.14599e-15 0 55 0.19734
0.803 3.10844e-19 5.15883e-15 0 55 0.19734
0.804 3.11619e-19 5.17169e-15 0 55 0.19734
0.805 3.12395e-19 5.18456e-15 0 55 0.19734
0.806 3.13171e-19 5.19745e-15 0 55 0.19734
0.807 3.13949e-19 5.21036e-15 0 55 0.19734
0.808 3.14727e-19 5.22328e-15 0 55 0.19734
0.809 3.15507e-19 5.23622e-15 0 55 0.19734
0.81 3.16287e-19 5.24917e-15 0 55 0.19734
0.811 3.17069e-19 5.26214e-15 0 55 0.19734
0.812 3.17851e-19 5.27512e-15 0 55 0.19734
0.813 3.18634e-19 5.28812e-15 0 55 0.19734
0.814 3.19419e-19 5.30114e-15 0 55 0.19734
0.815 3.20204e-19 5.31417e-15 0 55 0.19734
0.816 3.2099e-19 5.32722e-15 0 55 0.19734
0.817 3.21778e-19 5.34029e-15 0 55 0.19734
0.818 3.22566e-19 5.35337e-15 0 55 0.19734
0.819 3.23355e-19 5.36647e-15 0 55 0.19734
0.82 3.24145e-19 5.37958e-15 0 55 0.19734
0.821 3.24936e-19 5.39271e-15 0 55 0.19734
0.822 3.25728e-19 5.40585e-15 0 55 0.19734
0.823 3.26521e-19 5.41901e-15 0 55 0.19734
0.824 3.27315e-19 5.43219e-15 0 55 0.19734
0.825 3.2811e-19 5.44538e-15 0 55 0.19734
0.826 3.28906e-19 5.45859e-15 0 55 0.19734
0.827 3.29703e-19 5.47182e-15 0 55 0.19734
0.828 3.30501e-19 5.48506e-15 0 55 0.19734
0.829 3.31299e-19 5.49831e-15 0 55 0.19734
0.83 3.32099e-19 5.51159e-15 0 55 0.19734
0.831 3.329e-19 5.52488e-15 0 55 0.19734
0.832 3.33702e-19 5.53818e-15 0 55 0.19734
0.833 3.34504e-19 5.5515e-15 0 55 0.19734
0.834 3.35308e-19 5.56484e-15 0 55 0.19734
0.835 3.36112e-19 5.57819e-15 0 55 0.19734
0.836 3.36918e-19 5.59156e-15 0 55 0.19734
0.837 3.37725e-19 5.60495e-15 0 55 0.19734
0.838 3.38532e-19 5.61835e-15 0 55 0.19734
0.839 3.3934e-19 5.63176e-15 0 55 0.19734
0.84 3.4015e-19 5.6452e-15 0 55 0.19734
0.841 3.4096e-19 5.65865e-15 0 55 0.19734
0.842 3.41772e-19 5.67211e-15 0 55 0.19734
0.843 3.42584e-19 5.68559e-15 0 55 0.19734
0.844 3.43397e-19 5.69909e-15 0 55 0.19734
0.845 3.44211e-19 5.7126e-15 0 55 0.19734
0.846 3.45026e-19 5.72613e-15 0 55 0.19734
0.847 3.45843e-19 5.73968e-15 0 55 0.19734
0.848 3.4666e-19 5.75324e-15 0 55 0.19734
0.849 3.47478e-19 5.76681e-15 0 55 0.19734
0.85 3.48297e-19 5.78041e-15 0 55 0.19734
0.851 3.49117e-19 5.79402e-15 0 55 0.19734
0.852 3.49938e-19 5.80764e-15 0 55 0.19734
0.853 3.5076e-19 5.82128e-15 0 55 0.19734
0.854 3.51583e-19 5.83494e-15 0 55 0.19734
0.855 3.52406e-19 5.84861e-15 0 55 0.19734
0.856 3.53231e-19 5.8623e-15 0 55 0.19734
0.857 3.54057e-19 5.87601e-15 0 55 0.19734
0.858 3.54884e-19 5.88973e-15 0 55 0.19734
0.859 3.55712e-19 5.90346e-15 0 55 0.19734
0.86 3.5654e-19 5.91722e-15 0 55 0.19734
0.861 3.5737e-19 5.93098e-15 0 55 0.19734
0.862 3.58201e-19 5.94477e-15 0 55 0.19734
0.863 3.59032e-19 5.95857e-15 0 55 0.19734
0.864 3.59865e-19 5.97239e-15 0 55 0.19734
0.865 3.60698e-19 5.98622e-15 0 55 0.19734
0.866 3.61533e-19 6.00007e-15 0 55 0.19734
0.867 3.62368e-19 6.01393e-15 0 55 0.19734
0.868 3.63204e-19 6.02782e-15 0 55 0.19734
0.869 3.64042e-19 6.04171e-15 0 55 0.19734
0.87 3.6488e-19 6.05563e-15 0 55 0.19734
0.871 3.65719e-19 6.06955e-15 0 55 0.19734
0.872 3.6656e-19 6.0835e-15 0 55 0.19734
0.873 3.67401e-19 6.09746e-15 0 55 0.19734
0.874 3.68243e-19 6.11144e-15 0 55 0.19734
0.875 3.69086e-19 6.12543e-15 0 55 0.19734
0.876 3.6993e-19 6.13944e-15 0 55 0.19734
0.877 3.70775e-19 6.15346e-15 0 55 0.19734
0.878 3.71621e-19 6.16751e-15 0 55 0.19734
0.879 3.72468e-19 6.18156e-15 0 55 0.19734
0.88 3.73316e-19 6.19564e-15 0 55 0.19734
0.881 3.74165e-19 6.20972e-15 0 55 0.19734
0.882 3.75015e-19 6.22383e-15 0 55 0.19734
0.883 3.75866e-19 6.23795e-15 0 55 0.19734
0.884 3.76718e-19 6.25209e-15 0 55 0.19734
0.885 3.77571e-19 6.26624e-15 0 55 0.19734
0.886 3.78424e-19 6.28041e-15 0 55 0.19734
0.887 3.79279e-19 6.29459e-15 0 55 0.19734
0.888 3.80135e-19 6.3088e-15 0 55 0.19734
0.889 3.80991e-19 6.32301e-15 0 55 0.19734
0.89 3.81849e-19 6.33725e-15 0 55 0.19734
0.891 3.82708e-19 6.35149e-15 0 55 0.19734
0.892 3.83567e-19 6.36576e-15 0 55 0.19734
0.893 3.84428e-19 6.38004e-15 0 55 0.19734
0.894 3.85289e-19 6.39434e-15 0 55 0.19734
0.895 3.86152e-19 6.40865e-15 0 55 0.19734
0.896 3.87015e-19 6.42298e-15 0 55 0.19734
0.897 3.87879e-19 6.43732e-15 0 55 0.19734
0.898 3.88745e-19 6.45169e-15 0 55 0.19734
0.899 3.89611e-19 6.46606e-15 0 55 0.19734
0.9 3.90478e-19 6.48046e-15 0 55 0.19734
0.901 3.91346e-19 6.49486e-15 0 55 0.19734
0.902 3.92215e-19 6.50929e-15 0 55 0.19734
0.903 3.93086e-19 6.52373e-15 0 55 0.19734
0.904 3.93957e-19 6.53819e-15 0 55 0.19734
0.905 3.94829e-19 6.55266e-15 0 55 0.19734
0.906 3.95702e-19 6.56715e-15 0 55 0.19734
0.907 3.96576e-19 6.58165e-15 0 55 0.19734
0.908 3.97451e-19 6.59618e-15 0 55 0.19734
0.909 3.98327e-19 6.61071e-15 0 55 0.19734
0.91 3.99204e-19 6.62527e-15 0 55 0.19734
0.911 4.00081e-19 6.63983e-15 0 55 0.19734
0.912 4.0096e-19 6.65442e-15 0 55 0.19734
0.913 4.0184e-19 6.66902e-15 0 55 0.19734
0.914 4.02721e-19 6.68364e-15 0 55 0.19734
0.915 4.03603e-19 6.69827e-15 0 55 0.19734
0.916 4.04485e-19 6.71292e-15 0 55 0.19734
0.917 4.05369e-19 6.72758e-15 0 55 0.19734
0.918 4.06253e-19 6.74227e-15 0 55 0.19734
0.919 4.07139e-19 6.75696e-15 0 55 0.19734
0.92 4.08026e-19 6.77168e-15 0 55 0.19734
0.921 4.08913e-19 6.78641e-15 0 55 0.19734
0.922 4.09801e-19 6.80115e-15 0 55 0.19734
0.923 4.10691e-19 6.81591e-15 0 55 0.19734
0.924 4.11581e-19 6.83069e-15 0 55 0.19734
0.925 4.12473e-19 6.84548e-15 0 55 0.19734
0.926 4.13365e-19 6.86029e-15 0 55 0.19734
0.927 4.14258e-19 6.87512e-15 0 55 0.19734
0.928 4.15152e-19 6.88996e-15 0 55 0.19734
0.929 4.16048e-19 6.90481e-15 0 55 0.19734
0.93 4.16944e-19 6.91969e-15 0 55 0.19734
0.931 4.17841e-19 6.93458e-15 0 55 0.19734
0.932 4.18739e-19 6.94948e-15 0 55 0.19734
0.933 4.19638e-19 6.9644e-15 0 55 0.19734
0.934 4.20538e-19 6.97934e-15 0 55 0.19734
0.935 4.21439e-19 6.99429e-15 0 55 0.19734
0.936 4.22341e-19 7.00926e-15 0 55 0.19734
0.937 4.23244e-19 7.02425e-15 0 55 0.19734
0.938 4.24148e-19 7.03925e-15 0 55 0.19734
0.939 4.25053e-19 7.05426e-15 0 55 0.19734
0.94 4.25959e-19 7.0693e-15 0 55 0.19734
0.941 4.26865e-19 7.08435e-15 0 55 0.19734
0.942 4.27773e-19 7.09941e-15 0 55 0.19734
0.943 4.28682e-19 7.11449e-15 0 55 0.19734
0.944 4.29591e-19 7.12959e-15 0 55 0.19734
0.945 4.30502e-19 7.1447e-15 0 55 0.19734
0.946 4.31414e-19 7.15983e-15 0 55 0.19734
0.947 4.32326e-19 7.17498e-15 0 55 0.19734
0.948 4.3324e-19 7.19014e-15 0 55 0.19734
0.949 4.34154e-19 7.20531e-15 0 55 0.19734
0.95 4.3507e-19 7.22051e-15 0 55 0.19734
0.951 4.35986e-19 7.23572e-15 0 55 0.19734
0.952 4.36904e-19 7.25094e-15 0 55 0.19734
0.953 4.37822e-19 7.26618e-15 0 55 0.19734
0.954 4.38741e-19 7.28144e-15 0 55 0.19734
