6.91165e-310 6.95272e-313 0.01
0.56371 494.212 0.02
0.566416 517.873 0.03
15.2329 164.238 0.04
0.572278 552.307 0.05
12.4348 134.661 0.06
0.577783 574.689 0.07
0.579945 583.386 0.08
0.583004 591.548 0.09
0.585271 598.311 0.1
2.72238 58.3427 0.11
0.589744 610.289 0.12
12.3051 111.382 0.13
0.594122 621.792 0.14
0.595964 626.252 0.15
0.59781 631.558 0.16
3.39833 56.957 0.17
0.601431 642.02 0.18
1.0788 36.0375 0.19
10.5094 92.918 0.2
0.605988 656.849 0.21
0.60761 662.785 0.22
0.608993 668.07 0.23
0.610155 673.503 0.24
0.611512 678.895 0.25
13.7988 100.83 0.26
9.03957 80.2346 0.27
2.17489 41.4925 0.28
0.52824 11.8042 0.29
15.9736 105.794 0.3
6.09186 63.8549 0.31
0.615938 720.504 0.32
13.5987 94.8888 0.33
0.928577 29.1404 0.34
17.1442 106.462 0.35
2.96254 44.2309 0.36
0.615058 754.066 0.37
4.95675 55.0962 0.38
0.613512 768.571 0.39
3.2388 44.7712 0.4
14.6119 94.1396 0.41
0.257697 23.1116 0.42
12.548 85.6923 0.43
0.605415 806.163 0.44
6.77862 61.5903 0.45
17.6936 102.36 0.46
0.251013 22.3343 0.47
11.1075 78.3426 0.48
0.587745 844.943 0.49
2.55669 38.2064 0.5
10.9178 76.5879 0.51
0.569505 864.684 0.52
2.3716 36.4687 0.53
10.4604 73.9085 0.54
0.544954 883.51 0.55
0.532957 886.198 0.56
8.17498 64.1439 0.57
0.0860823 84.2616 0.58
0.494163 892.53 0.59
3.82778 43.6634 0.6
10.6243 72.5731 0.61
0.436951 880.273 0.62
0.413765 871.073 0.63
0.389456 857.634 0.64
0.35939 836.767 0.65
0.322628 805.686 0.66
0.292244 774.591 0.67
4.87935 47.5526 0.68
0.225096 685.48 0.69
3.28573 39.237 0.7
0.168279 574.875 0.71
2.03977 31.6956 0.72
0.123687 435.14 0.73
0.108257 357.557 0.74
0.105016 336.946 0.75
0.0995294 294.902 0.76
3.45211 39.2151 0.77
0.0933806 227.656 0.78
0.670741 21.0518 0.79
0.0908269 183.926 0.8
0.0901624 166.758 0.81
2.59997 34.0249 0.82
0.0895153 142.21 0.83
0.0893861 130.971 0.84
3.35022 37.7796 0.85
2.09998 10.9425 0.86
0.0895864 106.986 0.87
3.92648 40.3398 0.88
0.0898984 95.7055 0.89
0.535858 19.2664 0.9
4.71063 43.6688 0.91
0.0906803 82.3978 0.92
0.413386 18.2595 0.93
4.0947 40.5069 0.94
0.0915817 72.5568 0.95
0.0919499 69.6888 0.96
3.49202 37.2911 0.97
0.0926587 64.8782 0.98
0.0931056 62.5792 0.99
1.85503 28.0857 1
0.0938 58.7559 1.01
0.09421 56.9614 1.02
1.28605 24.1909 1.03
4.74371 42.4846 1.04
0.0953531 52.2196 1.05
0.0958032 51.0139 1.06
2.96804 33.8367 1.07
0.0966972 48.472 1.08
0.097105 47.3762 1.09
0.887138 20.9524 1.1
4.24428 39.6509 1.11
0.0983447 44.4224 1.12
0.0988409 43.2245 1.13
1.71786 26.3684 1.14
4.27421 39.4657 1.15
0.100176 40.9614 1.16
0.100574 40.2649 1.17
2.06404 28.2121 1.18
5.01539 42.3524 1.19
0.101914 38.2242 1.2
0.102397 37.5132 1.21
1.87908 26.9022 1.22
3.23298 34.0467 1.23
0.103783 35.8019 1.24
0.104161 35.3092 1.25
1.15182 22.1169 1.26
4.01926 37.4432 1.27
0.105524 33.6975 1.28
0.106008 33.365 1.29
0.106425 32.9357 1.3
2.52266 29.9944 1.31
0.107355 32.1514 1.32
0.107788 31.7356 1.33
0.108365 31.3114 1.34
1.16049 21.8087 1.35
3.45865 34.324 1.36
0.109695 30.0527 1.37
0.11016 29.9287 1.38
0.110652 29.5232 1.39
1.9664 26.5376 1.4
3.87482 35.9211 1.41
0.112016 28.7234 1.42
0.112437 28.4411 1.43
2.1355 9.47564 1.44
1.91375 26.0171 1.45
3.86462 35.595 1.46
0.114341 27.2828 1.47
0.114832 27.0644 1.48
0.115323 26.8411 1.49
1.68237 24.4878 1.5
2.73847 30.0975 1.51
0.11666 26.1841 1.52
0.117166 25.8609 1.53
0.117647 25.7173 1.54
0.959238 19.7567 1.55
3.0122 31.1904 1.56
4.36014 37.1215 1.57
0.119528 24.9235 1.58
0.119954 24.7936 1.59
0.120451 24.5806 1.6
1.61278 23.675 1.61
3.51565 33.2269 1.62
0.121827 24.084 1.63
0.122299 23.8855 1.64
0.12279 23.769 1.65
0.139032 20.1843 1.66
1.46684 22.6123 1.67
3.76144 34.0215 1.68
2.06624 9.05216 1.69
0.125133 23.0151 1.7
0.125623 22.86 1.71
0.244466 15.4485 1.72
1.79165 24.2856 1.73
3.37184 32.0514 1.74
0.127433 22.2773 1.75
0.127949 22.1763 1.76
0.12836 22.0636 1.77
0.128859 21.9537 1.78
